breed,category,characteristic,star
Border Sheepdog, Health And Grooming Needs,Size,3
Border Sheepdog, Trainability,Easy To Train,4
Border Sheepdog, Trainability,Intelligence,5
Border Sheepdog, Trainability,Potential For Mouthiness,4
Border Sheepdog, Trainability,Prey Drive,3
Border Sheepdog, Trainability,Tendency To Bark Or Howl,4
Border Sheepdog, Trainability,Wanderlust Potential,2
Border Sheepdog, Physical Needs,Energy Level,5
Border Sheepdog, Physical Needs,Intensity,3
Border Sheepdog, Physical Needs,Exercise Needs,5
Border Sheepdog, Physical Needs,Potential For Playfulness,4
Borador, Adaptability,Adapts Well To Apartment Living,3
Borador, Adaptability,Good For Novice Owners,3
Borador, Adaptability,Sensitivity Level,2
Borador, Adaptability,Tolerates Being Alone,2
Borador, Adaptability,Tolerates Cold Weather,3
Borador, Adaptability,Tolerates Hot Weather,3
Borador, All Around Friendliness,Affectionate With Family,5
Borador, All Around Friendliness,Kid-Friendly,4
Borador, All Around Friendliness,Dog Friendly,4
Borador, All Around Friendliness,Friendly Toward Strangers,4
Borador, Health And Grooming Needs,Amount Of Shedding,4
Borador, Health And Grooming Needs,Drooling Potential,3
Borador, Health And Grooming Needs,Easy To Groom,3
Borador, Health And Grooming Needs,General Health,3
Borador, Health And Grooming Needs,Potential For Weight Gain,4
Borador, Health And Grooming Needs,Size,4
Borador, Trainability,Easy To Train,4
Borador, Trainability,Intelligence,5
Borador, Trainability,Potential For Mouthiness,3
Borador, Trainability,Prey Drive,3
Borador, Trainability,Tendency To Bark Or Howl,2
Borador, Trainability,Wanderlust Potential,3
Borador, Physical Needs,Energy Level,4
Borador, Physical Needs,Intensity,3
Borador, Physical Needs,Exercise Needs,4
Borador, Physical Needs,Potential For Playfulness,5
Bolognese, Adaptability,Adapts Well To Apartment Living,5
Bolognese, Adaptability,Good For Novice Owners,3
Bolognese, Adaptability,Sensitivity Level,5
Bolognese, Adaptability,Tolerates Being Alone,2
Bolognese, Adaptability,Tolerates Cold Weather,2
Bolognese, Adaptability,Tolerates Hot Weather,3
Bolognese, All Around Friendliness,Affectionate With Family,5
Bolognese, All Around Friendliness,Kid-Friendly,5
Bolognese, All Around Friendliness,Dog Friendly,5
Bolognese, All Around Friendliness,Friendly Toward Strangers,5
Bolognese, Health And Grooming Needs,Amount Of Shedding,1
Bolognese, Health And Grooming Needs,Drooling Potential,1
Bolognese, Health And Grooming Needs,Easy To Groom,1
Bolognese, Health And Grooming Needs,General Health,5
Bolognese, Health And Grooming Needs,Potential For Weight Gain,3
Bolognese, Health And Grooming Needs,Size,1
Bolognese, Trainability,Easy To Train,5
Bolognese, Trainability,Intelligence,4
Bolognese, Trainability,Potential For Mouthiness,4
Bolognese, Trainability,Prey Drive,5
Bolognese, Trainability,Tendency To Bark Or Howl,4
Bolognese, Trainability,Wanderlust Potential,1
Bolognese, Physical Needs,Energy Level,3
Bolognese, Physical Needs,Intensity,3
Bolognese, Physical Needs,Exercise Needs,4
Bolognese, Physical Needs,Potential For Playfulness,3
Bohemian Shepherd, Adaptability,Adapts Well To Apartment Living,2
Bohemian Shepherd, Adaptability,Good For Novice Owners,3
Bohemian Shepherd, Adaptability,Sensitivity Level,4
Bohemian Shepherd, Adaptability,Tolerates Being Alone,2
Bohemian Shepherd, Adaptability,Tolerates Cold Weather,4
Bohemian Shepherd, Adaptability,Tolerates Hot Weather,3
Bohemian Shepherd, All Around Friendliness,Affectionate With Family,4
Bohemian Shepherd, All Around Friendliness,Kid-Friendly,4
Bohemian Shepherd, All Around Friendliness,Dog Friendly,4
Bohemian Shepherd, All Around Friendliness,Friendly Toward Strangers,3
Bohemian Shepherd, Health And Grooming Needs,Amount Of Shedding,4
Bohemian Shepherd, Health And Grooming Needs,Drooling Potential,1
Bohemian Shepherd, Health And Grooming Needs,Easy To Groom,4
Bohemian Shepherd, Health And Grooming Needs,General Health,4
Bohemian Shepherd, Health And Grooming Needs,Potential For Weight Gain,3
Bohemian Shepherd, Health And Grooming Needs,Size,3
Bohemian Shepherd, Trainability,Easy To Train,4
Bohemian Shepherd, Trainability,Intelligence,5
Bohemian Shepherd, Trainability,Potential For Mouthiness,2
Bohemian Shepherd, Trainability,Prey Drive,2
Bohemian Shepherd, Trainability,Tendency To Bark Or Howl,2
Bohemian Shepherd, Trainability,Wanderlust Potential,3
Bohemian Shepherd, Physical Needs,Energy Level,4
Bohemian Shepherd, Physical Needs,Intensity,3
Bohemian Shepherd, Physical Needs,Exercise Needs,4
Bohemian Shepherd, Physical Needs,Potential For Playfulness,5
Boerboel, Adaptability,Adapts Well To Apartment Living,1
Boerboel, Adaptability,Good For Novice Owners,1
Boerboel, Adaptability,Sensitivity Level,3
Boerboel, Adaptability,Tolerates Being Alone,2
Boerboel, Adaptability,Tolerates Cold Weather,3
Boerboel, Adaptability,Tolerates Hot Weather,4
Boerboel, All Around Friendliness,Affectionate With Family,4
Boerboel, All Around Friendliness,Kid-Friendly,4
Boerboel, All Around Friendliness,Dog Friendly,2
Boerboel, All Around Friendliness,Friendly Toward Strangers,2
Boerboel, Health And Grooming Needs,Amount Of Shedding,3
Boerboel, Health And Grooming Needs,Drooling Potential,4
Boerboel, Health And Grooming Needs,Easy To Groom,4
Boerboel, Health And Grooming Needs,General Health,4
Boerboel, Health And Grooming Needs,Potential For Weight Gain,3
Boerboel, Health And Grooming Needs,Size,5
Boerboel, Trainability,Easy To Train,2
Boerboel, Trainability,Intelligence,4
Boerboel, Trainability,Potential For Mouthiness,3
Boerboel, Trainability,Prey Drive,3
Boerboel, Trainability,Tendency To Bark Or Howl,3
Boerboel, Trainability,Wanderlust Potential,4
Boerboel, Physical Needs,Energy Level,3
Boerboel, Physical Needs,Intensity,4
Boerboel, Physical Needs,Exercise Needs,4
Boerboel, Physical Needs,Potential For Playfulness,4
Boxweiler, Adaptability,Adapts Well To Apartment Living,2
Boxweiler, Adaptability,Good For Novice Owners,3
Boxweiler, Adaptability,Sensitivity Level,4
Boxweiler, Adaptability,Tolerates Being Alone,2
Boxweiler, Adaptability,Tolerates Cold Weather,3
Boxweiler, Adaptability,Tolerates Hot Weather,2
Boxweiler, All Around Friendliness,Affectionate With Family,5
Boxweiler, All Around Friendliness,Kid-Friendly,4
Boxweiler, All Around Friendliness,Dog Friendly,4
Boxweiler, All Around Friendliness,Friendly Toward Strangers,2
Boxweiler, Health And Grooming Needs,Amount Of Shedding,3
Boxweiler, Health And Grooming Needs,Drooling Potential,2
Boxweiler, Health And Grooming Needs,Easy To Groom,3
Boxweiler, Health And Grooming Needs,General Health,3
Boxweiler, Health And Grooming Needs,Potential For Weight Gain,4
Boxweiler, Health And Grooming Needs,Size,4
Boxweiler, Trainability,Easy To Train,4
Boxweiler, Trainability,Intelligence,4
Boxweiler, Trainability,Potential For Mouthiness,2
Boxweiler, Trainability,Prey Drive,2
Boxweiler, Trainability,Tendency To Bark Or Howl,3
Boxweiler, Trainability,Wanderlust Potential,1
Boxweiler, Physical Needs,Energy Level,4
Boxweiler, Physical Needs,Intensity,3
Boxweiler, Physical Needs,Exercise Needs,4
Boxweiler, Physical Needs,Potential For Playfulness,4
Bluetick Coonhound, Adaptability,Adapts Well To Apartment Living,2
Bluetick Coonhound, Adaptability,Good For Novice Owners,2
Bluetick Coonhound, Adaptability,Sensitivity Level,5
Bluetick Coonhound, Adaptability,Tolerates Being Alone,2
Bluetick Coonhound, Adaptability,Tolerates Cold Weather,3
Bluetick Coonhound, Adaptability,Tolerates Hot Weather,3
Bluetick Coonhound, All Around Friendliness,Affectionate With Family,5
Bluetick Coonhound, All Around Friendliness,Kid-Friendly,5
Bluetick Coonhound, All Around Friendliness,Dog Friendly,3
Bluetick Coonhound, All Around Friendliness,Friendly Toward Strangers,3
Bluetick Coonhound, Health And Grooming Needs,Amount Of Shedding,2
Bluetick Coonhound, Health And Grooming Needs,Drooling Potential,2
Bluetick Coonhound, Health And Grooming Needs,Easy To Groom,5
Bluetick Coonhound, Health And Grooming Needs,General Health,4
Bluetick Coonhound, Health And Grooming Needs,Potential For Weight Gain,3
Bluetick Coonhound, Health And Grooming Needs,Size,3
Bluetick Coonhound, Trainability,Easy To Train,2
Bluetick Coonhound, Trainability,Intelligence,4
Bluetick Coonhound, Trainability,Potential For Mouthiness,3
Bluetick Coonhound, Trainability,Prey Drive,4
Bluetick Coonhound, Trainability,Tendency To Bark Or Howl,4
Bluetick Coonhound, Trainability,Wanderlust Potential,5
Bluetick Coonhound, Physical Needs,Energy Level,5
Bluetick Coonhound, Physical Needs,Intensity,4
Bluetick Coonhound, Physical Needs,Exercise Needs,5
Bluetick Coonhound, Physical Needs,Potential For Playfulness,5
Bouvier des Flandres, Adaptability,Adapts Well To Apartment Living,3
Bouvier des Flandres, Adaptability,Good For Novice Owners,2
Bouvier des Flandres, Adaptability,Sensitivity Level,4
Bouvier des Flandres, Adaptability,Tolerates Being Alone,2
Bouvier des Flandres, Adaptability,Tolerates Cold Weather,4
Bouvier des Flandres, Adaptability,Tolerates Hot Weather,2
Bouvier des Flandres, All Around Friendliness,Affectionate With Family,5
Bouvier des Flandres, All Around Friendliness,Kid-Friendly,5
Bouvier des Flandres, All Around Friendliness,Dog Friendly,2
Bouvier des Flandres, All Around Friendliness,Friendly Toward Strangers,2
Bouvier des Flandres, Health And Grooming Needs,Amount Of Shedding,1
Bouvier des Flandres, Health And Grooming Needs,Drooling Potential,1
Bouvier des Flandres, Health And Grooming Needs,Easy To Groom,2
Bouvier des Flandres, Health And Grooming Needs,General Health,3
Bouvier des Flandres, Health And Grooming Needs,Potential For Weight Gain,4
Bouvier des Flandres, Health And Grooming Needs,Size,4
Bouvier des Flandres, Trainability,Easy To Train,5
Bouvier des Flandres, Trainability,Intelligence,4
Bouvier des Flandres, Trainability,Potential For Mouthiness,2
Bouvier des Flandres, Trainability,Prey Drive,2
Bouvier des Flandres, Trainability,Tendency To Bark Or Howl,4
Bouvier des Flandres, Trainability,Wanderlust Potential,2
Bouvier des Flandres, Physical Needs,Energy Level,4
Bouvier des Flandres, Physical Needs,Intensity,5
Bouvier des Flandres, Physical Needs,Exercise Needs,4
Bouvier des Flandres, Physical Needs,Potential For Playfulness,4
Bloodhound, Adaptability,Adapts Well To Apartment Living,1
Bloodhound, Adaptability,Good For Novice Owners,2
Bloodhound, Adaptability,Sensitivity Level,4
Bloodhound, Adaptability,Tolerates Being Alone,2
Bloodhound, Adaptability,Tolerates Cold Weather,3
Bloodhound, Adaptability,Tolerates Hot Weather,3
Bloodhound, All Around Friendliness,Affectionate With Family,5
Bloodhound, All Around Friendliness,Kid-Friendly,5
Bloodhound, All Around Friendliness,Dog Friendly,5
Bloodhound, All Around Friendliness,Friendly Toward Strangers,5
Bloodhound, Health And Grooming Needs,Amount Of Shedding,4
Bloodhound, Health And Grooming Needs,Drooling Potential,5
Bloodhound, Health And Grooming Needs,Easy To Groom,1
Bloodhound, Health And Grooming Needs,General Health,3
Bloodhound, Health And Grooming Needs,Potential For Weight Gain,3
Bloodhound, Health And Grooming Needs,Size,4
Bloodhound, Trainability,Easy To Train,3
Bloodhound, Trainability,Intelligence,4
Bloodhound, Trainability,Potential For Mouthiness,5
Bloodhound, Trainability,Prey Drive,3
Bloodhound, Trainability,Tendency To Bark Or Howl,4
Bloodhound, Trainability,Wanderlust Potential,5
Bloodhound, Physical Needs,Energy Level,5
Bloodhound, Physical Needs,Intensity,4
Bloodhound, Physical Needs,Exercise Needs,5
Bloodhound, Physical Needs,Potential For Playfulness,3
Bossie, Adaptability,Adapts Well To Apartment Living,2
Bossie, Adaptability,Good For Novice Owners,2
Bossie, Adaptability,Sensitivity Level,3
Bossie, Adaptability,Tolerates Being Alone,5
Bossie, Adaptability,Tolerates Cold Weather,3
Bossie, Adaptability,Tolerates Hot Weather,3
Bossie, All Around Friendliness,Affectionate With Family,4
Bossie, All Around Friendliness,Kid-Friendly,4
Bossie, All Around Friendliness,Dog Friendly,4
Bossie, All Around Friendliness,Friendly Toward Strangers,4
Bossie, Health And Grooming Needs,Amount Of Shedding,2
Bossie, Health And Grooming Needs,Drooling Potential,1
Bossie, Health And Grooming Needs,Easy To Groom,3
Bossie, Health And Grooming Needs,General Health,3
Bossie, Health And Grooming Needs,Potential For Weight Gain,3
Bossie, Health And Grooming Needs,Size,3
Bossie, Trainability,Easy To Train,4
Bossie, Trainability,Intelligence,4
Bossie, Trainability,Potential For Mouthiness,3
Bossie, Trainability,Prey Drive,3
Bossie, Trainability,Tendency To Bark Or Howl,3
Bossie, Trainability,Wanderlust Potential,5
Bossie, Physical Needs,Energy Level,4
Bossie, Physical Needs,Intensity,4
Bossie, Physical Needs,Exercise Needs,5
Bossie, Physical Needs,Potential For Playfulness,5
Black Mouth Cur, Adaptability,Adapts Well To Apartment Living,1
Black Mouth Cur, Adaptability,Good For Novice Owners,2
Black Mouth Cur, Adaptability,Sensitivity Level,4
Black Mouth Cur, Adaptability,Tolerates Being Alone,2
Black Mouth Cur, Adaptability,Tolerates Cold Weather,3
Black Mouth Cur, Adaptability,Tolerates Hot Weather,3
Black Mouth Cur, All Around Friendliness,Affectionate With Family,5
Black Mouth Cur, All Around Friendliness,Kid-Friendly,5
Black Mouth Cur, All Around Friendliness,Dog Friendly,3
Black Mouth Cur, All Around Friendliness,Friendly Toward Strangers,3
Black Mouth Cur, Health And Grooming Needs,Amount Of Shedding,3
Black Mouth Cur, Health And Grooming Needs,Drooling Potential,2
Black Mouth Cur, Health And Grooming Needs,Easy To Groom,5
Black Mouth Cur, Health And Grooming Needs,General Health,4
Black Mouth Cur, Health And Grooming Needs,Potential For Weight Gain,2
Black Mouth Cur, Health And Grooming Needs,Size,4
Black Mouth Cur, Trainability,Easy To Train,3
Black Mouth Cur, Trainability,Intelligence,4
Black Mouth Cur, Trainability,Potential For Mouthiness,3
Black Mouth Cur, Trainability,Prey Drive,5
Black Mouth Cur, Trainability,Tendency To Bark Or Howl,4
Black Mouth Cur, Trainability,Wanderlust Potential,4
Black Mouth Cur, Physical Needs,Energy Level,4
Black Mouth Cur, Physical Needs,Intensity,3
Black Mouth Cur, Physical Needs,Exercise Needs,5
Black Mouth Cur, Physical Needs,Potential For Playfulness,4
BoShih, Adaptability,Adapts Well To Apartment Living,5
BoShih, Adaptability,Good For Novice Owners,4
BoShih, Adaptability,Sensitivity Level,3
BoShih, Adaptability,Tolerates Being Alone,1
BoShih, Adaptability,Tolerates Cold Weather,2
BoShih, Adaptability,Tolerates Hot Weather,2
BoShih, All Around Friendliness,Affectionate With Family,4
BoShih, All Around Friendliness,Kid-Friendly,2
BoShih, All Around Friendliness,Dog Friendly,3
BoShih, All Around Friendliness,Friendly Toward Strangers,4
BoShih, Health And Grooming Needs,Amount Of Shedding,2
BoShih, Health And Grooming Needs,Drooling Potential,1
BoShih, Health And Grooming Needs,Easy To Groom,5
BoShih, Health And Grooming Needs,General Health,3
BoShih, Health And Grooming Needs,Potential For Weight Gain,3
BoShih, Health And Grooming Needs,Size,2
BoShih, Trainability,Easy To Train,2
BoShih, Trainability,Intelligence,3
BoShih, Trainability,Potential For Mouthiness,1
BoShih, Trainability,Prey Drive,1
BoShih, Trainability,Tendency To Bark Or Howl,2
BoShih, Trainability,Wanderlust Potential,2
BoShih, Physical Needs,Energy Level,3
BoShih, Physical Needs,Intensity,2
BoShih, Physical Needs,Exercise Needs,3
BoShih, Physical Needs,Potential For Playfulness,5
Boglen Terrier, Adaptability,Adapts Well To Apartment Living,4
Boglen Terrier, Adaptability,Good For Novice Owners,4
Boglen Terrier, Adaptability,Sensitivity Level,4
Boglen Terrier, Adaptability,Tolerates Being Alone,2
Boglen Terrier, Adaptability,Tolerates Cold Weather,2
Boglen Terrier, Adaptability,Tolerates Hot Weather,3
Boglen Terrier, All Around Friendliness,Affectionate With Family,5
Boglen Terrier, All Around Friendliness,Kid-Friendly,5
Boglen Terrier, All Around Friendliness,Dog Friendly,5
Boglen Terrier, All Around Friendliness,Friendly Toward Strangers,5
Boglen Terrier, Health And Grooming Needs,Amount Of Shedding,2
Boglen Terrier, Health And Grooming Needs,Drooling Potential,1
Boglen Terrier, Health And Grooming Needs,Easy To Groom,4
Boglen Terrier, Health And Grooming Needs,General Health,3
Boglen Terrier, Health And Grooming Needs,Potential For Weight Gain,3
